OK,PK,LN,SK,DT
806193,515617,165011,551384,123302
25144,320629,821742,137458,855769
156024,234294,522843,876349,542939
542861,593087,131397,386319,217122
434612,990028,122858,752386,999625
725738,997705,733378,549891,468084
543707,828228,960750,452039,812388
821121,695317,668638,581690,967344
711963,774420,309971,76675,841998
608802,220490,938769,103911,462760
472643,663528,739360,335802,619255
837517,297888,422062,53143,551001
122544,206179,115600,71520,711449
229681,910552,579742,105671,22825
665671,697601,773541,475333,97702
646058,463020,213648,313956,454421
184650,130911,423957,39984,825630
23692,579478,139129,886971,198128
951221,535949,449178,292068,449164
267003,632647,431769,162363,115771
839339,46287,939869,698569,461108
995648,659223,242743,818905,726610
738927,261761,40590,316435,966593
843162,698346,792415,431384,570238
694271,485426,199387,315548,76683
471850,559403,953196,78674,618522
630769,252327,74699,12269,451492
260472,236587,32205,229579,632299
318895,165264,891560,544228,963583
809727,421658,938376,795692,90424
662690,862601,382067,972005,115406
666900,857390,976124,692653,207871
408367,417889,187887,61530,815247
701773,596362,998663,494641,114659
921977,366287,727346,536240,916353
755337,240005,748937,662393,889351
423678,674294,251510,93498,758008
164910,252327,671508,493797,188100
426938,488491,125240,367696,294345
124210,781134,517356,323785,783918
159825,262008,302421,139825,292624
681922,735000,944050,493589,719153
861008,551014,104071,236890,421683
421692,294134,383160,721530,777329
699510,987906,911524,867561,640043
761479,787751,621097,584908,542227
931300,763224,922016,132652,335545
436766,637605,988846,142680,131686
608266,808547,207561,586775,447678
542935,273320,180163,710001,39412
459443,945506,83757,35154,580998
621309,337609,804846,727853,697184
18936,661294,790277,668884,761619
825378,224072,207802,346116,326112
635372,572510,46991,801971,674522
454348,442729,160894,534471,74955
932814,80976,408545,227562,645228
58338,349828,487194,845793,511222
574116,188579,42805,743792,527172
395613,880677,577095,748923,451684
615992,833046,715246,581908,624656
806234,518566,234619,761306,30217
201043,369372,786390,874843,824098
704163,516078,715911,622916,770488
51544,164730,993614,226838,855923
745309,998828,38463,119268,701713
932377,871523,414261,535086,363392
562541,92556,258269,811620,172321
768848,798799,120631,867445,348502
114759,52297,713212,131157,735659
194821,207340,427565,901062,230886
731494,29702,858918,670377,824233
564930,328747,625095,310853,867664
512907,75010,653731,594711,705964
121510,817707,962441,303287,570548
885894,298107,523015,773384,870321
155733,560442,335506,256911,862186
270551,373930,437489,440147,557199
630484,803475,235516,209708,252866
684571,657602,931215,500098,861976
868364,899059,916811,43961,877278
493336,406826,859552,475837,456530
435676,772686,341109,177410,454841
325606,684697,741566,304908,191476
968421,379874,288853,280481,417372
782858,183410,342439,907242,997197
603474,255208,873981,118581,99285
578126,863698,939600,292282,508949
519862,877060,703952,47317,889261
442049,879656,272300,710724,764311
839249,613235,82538,684243,780695
909685,562775,539743,725185,287822
727042,911982,716429,18760,525567
461584,377543,463262,984332,789869
725105,279830,548163,79878,926181
870998,493352,55029,927841,289196
794158,122907,389483,629042,665094
918672,895075,654966,523503,886048
25154,836913,583148,232132,279638
876496,747631,556439,715959,52588
557728,68695,341104,839254,767010
685560,441443,394211,83928,995148
188564,563284,46355,804652,777281
663863,593825,295381,280073,468503
372947,108297,311534,636370,988012
438905,388503,254429,996232,500094
645612,733734,616356,448501,735844
194586,519829,701022,213964,190867
294810,784428,96086,931939,597819
60122,861018,991151,761490,437931
670180,144135,856041,248899,829199
761141,777538,340443,64426,528723
472371,693458,193159,161578,645893
750230,507079,94763,980423,634617
219732,418036,279692,701314,198217
982049,651035,494067,355075,545192
721736,649603,432776,722921,425817
266309,916823,69493,173758,479256
820450,882903,965604,790383,985515
393469,242227,711541,807297,139737
334541,596510,464433,831412,921754
907704,979281,615354,508275,987791
279354,856877,404898,456686,966626
961231,420749,21459,425122,724258
384046,300408,733609,338227,255939
82185,971355,963102,114956,830931
442544,805027,716709,323298,415651
856309,590366,68091,957258,648795
372455,794006,18355,54793,301090
412027,676264,918368,842606,204357
103257,72494,310073,335497,578225
455507,598863,105931,497878,848446
388618,939763,484394,13005,604396
979852,413768,986775,461380,47942
351597,147837,311417,602450,21645
189184,832066,164068,716200,471989
657841,992687,385106,29341,49344
146289,624212,163162,240982,854359
279210,804442,357139,677904,184138
150285,33980,428717,687461,346341
811165,176161,98454,855480,62262
648683,993694,239735,476044,499436
433187,11145,858202,891475,473385
145057,442925,394720,916547,532084
662803,454607,709519,969982,200474
886977,264520,627231,769764,189044
540363,214970,769346,597659,300272
283192,84101,284595,825803,80647
128278,969903,539419,35025,335655
312178,85931,65795,66048,162928
899688,180615,835833,996968,543890
249848,937705,400140,57440,181219
446447,54103,163817,67067,304067
925926,246740,775631,461851,622225
425686,361141,655903,999802,632549
126141,573171,532191,469748,122765
793738,84269,415185,669321,23696
721454,131564,418612,440569,878631
344660,474254,199399,497900,809383
267563,655121,240256,653685,187997
441176,790378,781970,236850,152291
598132,705720,449929,131924,636130
885077,559677,93856,686656,59936
447661,333619,426879,917668,776178
785075,823748,637521,940757,85993
640905,485701,362790,523022,172822
459094,307573,584749,796965,623274
341299,427922,58259,155034,666098
819934,438027,876559,490109,146806
490775,109499,60584,687431,922570
529447,882258,224256,630568,991156
506865,234965,345730,98106,819198
856663,871032,473812,644431,885896
412317,407565,611413,858517,166344
108627,400885,117921,117752,112152
612729,159540,866365,895600,338716
47059,392167,942397,898256,394908
912433,119743,531545,862895,101026
707102,827472,49079,318762,135359
347009,655067,725071,305772,299517
879172,748756,677220,829274,922321
761080,974369,789393,509255,47366
484702,84376,701087,945838,980857
722902,79648,306005,121698,680210
754216,698776,247098,782636,204471
979047,554562,334581,425138,664882
878273,33071,685840,145031,970034
174761,48718,653262,554996,292720
130356,727074,860815,190278,93805
882230,851214,745263,111738,759320
193593,806813,999726,64319,999534
890303,505971,589357,189707,603838
132303,474733,188558,209425,675935
590674,706096,395547,948941,763749
481168,727149,447906,561595,111121
478636,450265,466066,750979,101946
546266,646242,628790,238281,432647
115517,640444,794730,669660,460845
639098,548205,397457,635334,737513
207701,608039,839822,184273,301249
335893,640864,244743,17859,594575
645402,735189,836868,721515,219939
396053,232023,762407,889269,551624
130742,556490,118942,64930,348726
995042,964087,612054,951186,754034
218408,153694,641176,451993,430590
945448,66745,294576,781488,195082
109055,352872,214753,428857,559949
664689,411811,834559,963640,998725
32593,683412,526064,508488,833030
932168,700208,888651,986333,647607
626936,895262,628475,429290,207994
986752,339954,582280,521738,724430
726036,547292,320280,300606,308961
72014,544620,392290,274601,390189
92447,914947,51616,258324,252121
247215,850961,394051,996927,749828
258203,649548,164747,983843,840888
781593,517473,118155,17296,652068
481908,721200,146192,319133,403414
12857,621500,741829,921142,235146
11922,783814,454492,161145,828827
816401,42406,430782,15649,927458
545931,179559,219414,293103,223546
412390,638501,720158,477582,969264
998761,956964,548236,829711,393941
653386,600940,155359,447675,548294
455944,461019,293133,163801,697307
673198,72211,221085,285912,183319
128421,656203,255047,861388,335316
537049,139393,54665,668809,21253
48176,769495,591724,319263,136582
483649,215542,910236,934272,816162
432577,995041,454119,926110,566376
300912,422552,655356,418969,813862
120831,132551,634025,377846,88144
718321,930232,626252,779291,98993
989743,239771,981399,451947,247588
611948,273160,408812,812451,308926
587890,786267,226400,356524,101345
472831,280195,639352,265321,620509
267695,914689,425772,366115,303312
512808,640794,109760,807757,424630
667758,365708,141534,176158,669728
829484,907966,437958,149694,386175
921130,405880,846671,838982,239470
160617,762511,642529,737771,845777
256850,274404,568738,284417,70260
46745,981759,132656,560167,328594
139910,17319,333324,156557,298535
411830,809703,692403,449477,411979
88941,681980,477595,153560,664782
553450,740242,641145,215621,446109
102640,52855,393272,119371,183301
931132,192969,229042,214192,942390
815811,420715,208310,650527,720272
158780,290645,692067,580156,507632
124793,696087,617654,240508,686563
308195,926991,698947,99424,677916
672726,649944,559717,132223,367854
772977,431571,106327,481347,320730
656324,427423,998268,599920,17803
739326,142211,348969,611407,499722
549977,814348,287796,567068,208906
509336,516566,536196,124853,56881
496041,962720,235005,361925,755370
257188,250188,834733,188479,649289
20400,351564,909005,724181,339608
588877,836325,664991,960854,34748
279615,579901,144562,242878,986355
912718,517688,745895,722108,609109
27562,346839,799548,29265,637768
737027,830506,241441,404806,211594
127224,45971,967142,875582,87123
743840,703817,481068,291207,81222
391430,85699,314445,554825,858296
261301,984258,167994,12896,237723
773704,504738,598176,327991,121643
64352,661513,13216,406814,289865
977684,49104,476861,783486,205854
404426,682620,525804,310776,406098
561181,331197,792097,528849,955163
24821,173260,997284,560544,41086
964494,962372,495456,659922,129976
657355,201132,137408,24526,937026
604846,754158,850449,231264,712335
804846,464656,217441,753789,686117
905934,290647,127251,53946,357553
307250,720158,398202,801258,541213
670265,355895,22422,662004,392573
743399,548936,188926,487973,21389
764614,917115,167168,189286,894523
179632,664366,152253,136826,793702
919267,494434,245476,698705,284975
932181,563956,763849,370206,537139
323688,334016,112916,778982,809698
517039,739803,330737,420959,294850
852624,141876,707094,154787,857971
797093,945829,41133,175096,958974
965025,657086,236722,579469,986034
870323,559333,738944,708652,986148
258717,32856,478542,302579,222078
274526,146207,667473,491710,841137
190286,195639,99612,330694,493556
869503,380394,522012,526758,396635
842036,374560,396099,141950,511125
655503,719803,47527,943544,38655
860581,620650,783368,61447,736927
364011,601500,670711,291552,446413
764942,441054,51875,479023,313157
667906,202760,856375,276165,794658
997795,466089,894397,70714,768395
609442,976601,872987,979462,213519
557984,119296,962492,669514,405888
655900,177485,414690,868579,556792
961044,867619,609760,864477,112763
454017,898721,754916,257055,848906
450079,921099,949537,759719,674358
381643,934501,711072,669742,920253
467405,747915,370100,553288,177799
891035,176267,847121,364421,725906
906870,253946,100010,121598,865441
131914,32087,137051,374873,913080
937032,238411,88872,531735,259340
195874,42362,303605,268946,502439
692767,901658,412702,582718,404813
248284,978730,341780,110552,581251
429251,442345,662260,770699,266896
774816,420226,562864,908582,993056
142646,652122,428162,322709,393936
370278,731070,418256,277609,139661
131511,964428,196076,844587,205704
258250,595017,708934,77584,401423
368821,853298,561424,419113,393172
909043,818110,445635,358715,314026
389013,704855,800459,17557,370051
39971,984135,411063,346786,800978
593263,983477,573906,633336,184931
84116,277231,353889,33116,13388
657595,683667,481903,382692,137641
612691,672907,928723,165270,129131
133042,961513,755705,980771,862273
338217,60559,95678,214201,694364
640825,114940,911599,202122,277909
66951,119675,51182,217117,358174
600971,216577,995232,881764,665440
921672,224484,849832,257973,462171
633124,896425,740816,380567,27690
608542,946716,84930,493230,672279
241775,967662,646688,234247,948908
938678,871386,980047,424988,477813
196991,498441,560921,931882,33251
657980,305745,290309,27397,897653
354661,552038,960985,130221,235453
253963,267468,915064,552293,987333
597962,391044,591073,686593,932060
82233,216655,756297,173973,148371
926713,746603,988355,404032,944582
922343,909255,412415,812623,538346
277372,885078,179227,993029,600291
104826,795951,419986,474516,150375
714353,710010,239624,634478,134049
250910,909335,753132,942067,541470
347796,611008,113039,837105,970872
478244,718624,543507,181836,55145
260595,281493,748116,749884,558227
870919,948517,637534,776357,551577
700568,554843,169856,201867,860618
334988,616173,678109,841490,982758
174822,826450,138198,608455,199079
104651,642728,93902,894983,696213
364021,781187,930870,740582,674156
933363,628945,876140,801284,680860
327323,141460,64467,185877,764653
731592,28994,935073,833895,39652
470185,847164,210475,814510,541061
760589,228270,631225,34280,754115
808464,876104,784304,318870,411911
