OK,PK,LN,SK,DT
954145,12793,671556,996266,567174
416632,494434,257302,616769,657207
12938,531045,866279,847225,284422
569706,843130,470769,696650,50621
669517,297496,330515,661603,345369
235695,987049,582071,232825,533475
487433,140658,568270,444884,888651
930581,812911,878924,743034,860546
295700,530522,306592,869026,522576
638925,107082,584019,318303,134884
954647,537022,454601,46704,163869
587522,547022,600151,347577,143456
601326,222415,365083,883847,740650
160873,379375,370817,485987,133349
452924,676265,633399,71822,852261
55705,934905,437518,160916,746571
868498,565506,172550,302693,617207
989033,923068,940034,386409,602199
767709,547371,449776,138978,946293
906863,543662,713615,90102,870784
107869,542072,884998,998479,105672
845695,583891,463842,858107,828437
607907,224317,561399,588581,861600
78921,398082,544290,629011,318481
262949,562579,944361,825011,829771
66373,581725,565239,934792,937061
186060,817385,209626,187422,324883
798722,283423,44368,742030,858122
180681,35027,862487,395914,550472
694660,305373,593111,304410,342258
115365,506351,676195,476065,12192
348879,937123,315591,195198,102732
954272,470100,931516,538038,941525
532014,788465,953091,277800,694488
448965,553310,562373,593576,763043
88846,315289,857725,607973,494846
342413,721585,858426,19104,679089
731604,674766,149773,311044,527783
221078,304629,979818,494502,499347
479089,412227,924702,449070,690231
406405,974145,379677,695890,471343
969313,225925,516654,141652,280791
133564,197471,556788,293396,998911
689006,330984,405661,886134,895063
270149,849578,73417,784966,461389
277388,827999,834557,846374,868541
336732,238193,542950,588103,418142
18837,780886,506871,880814,291600
662840,514014,310982,76887,513631
949006,161729,352919,222658,739105
121569,17666,816505,358331,672535
847003,484981,719531,140889,685191
315396,653998,234630,45830,889511
427894,258327,953057,551996,557657
632224,174392,762446,402025,377830
130658,407205,618201,777569,508576
448647,97269,136692,429788,960107
499112,388729,744577,892869,713902
817490,499822,616194,367476,587376
559955,789245,637891,229120,624342
660015,509319,675671,318659,884598
140845,21060,336438,894379,662861
773464,205431,356602,599600,289661
497697,53698,487704,389590,533572
906359,220580,417529,685618,297892
727039,636198,147499,264432,250520
356394,893083,215238,751295,904902
406712,805290,236455,389827,11919
900580,230568,393447,662308,926754
514588,384674,335758,766590,965656
607440,71699,74841,145474,451736
846542,381999,770815,310419,629381
375768,693270,668099,988076,467919
487781,53069,405027,383921,484889
457491,711249,804381,709164,30468
783764,160174,340648,599995,275484
981258,344472,683867,681489,817795
290942,371666,460986,353306,270390
614554,191739,187541,506446,82022
550478,202677,682748,929984,814125
911106,458459,518209,528066,892590
673840,68233,508150,661437,37507
821832,181523,836429,407412,573761
151446,699029,783620,473319,177830
629139,706359,911514,307931,747712
434197,734583,935317,65985,278506
663113,706814,936922,69799,65129
264400,829881,781351,966950,588639
226008,566353,573362,669694,933729
107665,87268,306850,462567,150811
281338,267555,557867,579944,208690
621024,54280,968596,831931,743301
755003,226093,53083,986266,539677
742655,82393,104490,467048,850769
734668,694623,609769,338379,417928
445765,621103,218278,23492,564539
173904,536626,708236,371685,376195
360533,865276,304000,889229,807832
888205,519874,579953,628218,557476
296454,89389,200316,92179,853599
82609,352405,288116,764995,499619
350144,469865,761831,125567,656282
599038,321904,579085,177924,594252
439353,488204,123081,634144,140412
647994,731946,360255,312370,920403
259685,456734,774008,494682,53927
536088,953005,657587,650131,982929
163182,910483,876251,708870,975676
972815,357301,670190,497415,298252
207778,792460,434970,798271,103022
520541,871601,976234,496653,648289
72190,952881,685089,35871,803458
538973,74355,82061,784004,504545
539093,325681,438746,408417,603472
51326,915960,461549,232371,839378
542429,165133,312435,450928,687605
360422,711469,845483,416113,508481
373953,128323,476024,739056,427606
586964,497531,855079,638813,423904
647230,896183,894846,243264,226349
431464,934174,291200,28644,711751
312130,915913,537785,235607,159950
767256,447318,227570,289296,796001
158638,423309,509940,640566,733849
990383,206881,626909,628139,795952
413977,614558,380251,228398,620812
988810,479758,293871,835623,309448
914064,518971,589739,385870,955786
941085,400054,418008,321503,350069
